product_name,promotion_tag,price,product_description,tag,image_url,label
﻿라라스윗)소보로소금빵,,3900,짭조름하고 버터의 풍미가 가득한 소금빵에 고소달달한 소보로 토핑과 우유크림을 가득 넣은 프리미엄 크림 소금빵,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809893310386.jpg,New
﻿미스티)산리오액자컬렉션,,3000,귀여운 14종 산리오캐릭터즈 메탈 프레임을 모아서 액자 전시회로 개성있게 연출 할 수 있어요,"토이캔디, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809714122549.jpg,New
﻿당과점)블루베리오믈렛,,3400,"블루베리 생과일과 블루베리크림 조합의 디저트 오믈렛
당적 블루베리에 시럽코팅하여 달콤함을 더함","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/9999,New
﻿대두)한입딸기우유찰떡,,2000,"쫀득한떡에 달콤상큼한 딸기잼과 우유크림 두가지의 필링이 가득들어 있어 더욱 풍부한맛의 화과방 퓨전찰떡 시리즈
한입가득 달콤한 디저트 입니다.","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8807999037497.jpg,New
﻿삼립)끼리레몬치즈케익,,4800,진한 끼리 크림치즈(7.05%)와 치즈카스타드(21.1%)가 들어간 꾸덕한 치즈케익,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931969.jpg,New
﻿삼립)콘버터떡케이크,,2500,"20분간 스팀으로 쪄내 칼로리는 DOWN, 담백고소함은 UP","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931624.jpg,New
﻿405)하인즈에그머스타드,,2900,아메리칸 정통스타일 하인즈 머스타드와 고소한 에그를 버무린 에그머스타드 샐러드를 촉촉한 빵에 한가득 담은 식사 및 간식대용 샐러드빵,"전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801065002976.jpg,New
﻿405)하인즈후실리케찹,,2900,새콤달콤한 하인즈 케찹과 파스타면 후실리를 버무린 후실리케찹 샐러드를 촉촉한 빵에 한가득 담은 식사 및 간식대용 샐러드빵,"전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801065002969.jpg,New
﻿해태)구운고구마108g,,4000,부드럽고 달콤한 풍미의 자색고구마 스틱과자,"비스켓, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801019319358.jpg,New
﻿해태)후렌치파이매실,,4200,"① 국내산 하동매실 100% 농축추출액 사용
② 매실 특유의 상큼함과 파이의 조화가 특징인 후렌치파이 매실!","파이, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801019319266.jpg,New
﻿스마일)초밥모양젤리,,2000,3D로 실제 초밥과 유사하게 재현한 젤리,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800292950005.jpg,New
﻿코코)쿠키앤다이노80g,,3700,"① 숫자모양의 부드러운 밀크쿠키가 들어있으며, 재미난 숫자놀이를 즐길 수 있는 토이비스켓 상품
② 다양한 공룡모양의 피규어가 17종이 랜덤으로 들어있어 수집할 수 있는 재미를 느낄 수 있음","비스켓, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/6952841912926.jpg,New
﻿비이)캔디키튼와일드딸기,,5400,"너무 말랑하지 않고 적당히 단단한 식감을 가진, 전 연령 타켓의 스웨덴식 비건 젤리 상품. 보급형 스웨디시 젤리로 바이럴이 급등 중임.","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/5060384262727.jpg,New
﻿비이)캔디키튼이튼메스,,5400,"너무 말랑하지 않고 적당히 단단한 식감을 가진, 전 연령 타켓의 스웨덴식 비건 젤리 상품. 보급형 스웨디시 젤리로 바이럴이 급등 중임.","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/5060384261171.jpg,New
﻿비이)캔디키튼워터멜론,,5400,"너무 말랑하지 않고 적당히 단단한 식감을 가진, 전 연령 타켓의 스웨덴식 비건 젤리 상품. 보급형 스웨디시 젤리로 바이럴이 급등 중임.","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/5060384261119.jpg,New
﻿훼밀리)에낙스파이시28g,,800,고소한 라면스낵에 매콤한 시즈닝으로 더욱 맛잇게 즐길 수 있는 상품,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8994834005855.jpg,New
﻿훼밀리)에낙라면치킨30g,,700,담백하고 고소한 치킨맛으로 남녀노소 호불호 없는 맛,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8994834002595.jpg,New
﻿HEYROO브라운치즈러스크,,1800,바삭한 식감과 달콤하고 짭쪼름한 맛으로 언제어디서나 남녀노소 누구나 즐기는 베이커리형 스낵!,"전용스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809503680496.jpg,New
﻿대산)피스마니에초콜릿,,4900,(한정수량) 터키 솜사탕 디저트,"판초콜릿, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801728108571.jpg,New
﻿SA)하츄핑의미니별초코맛,,2000,미니별모양 스낵으로 함침 기법을 사용하여 풍부한 초코맛 구현,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800280530783.jpg,New
﻿SA)하츄핑의미니별딸기맛,,2000,미니별모양 스낵으로 함침 기법을 사용하여 풍부한 딸기맛 구현,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800280530776.jpg,New
﻿나무)스웨디시모나카젤리,,1500,고소하고 바삭한 모나카와 달콤하고 말랑 쫀득한 스웨디시 젤리의 상반된 매력이 조화를 이룸,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809841062428.jpg,New
﻿유앤)드럼스틱핑크믹스,,2500,풍선껌같은 쫀득한 식감이 매력적인 이색젤리,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809714123690.jpg,New
﻿스위트)백설사과동결건조,,1000,"(한정수량) 백설공주 하면 떠오르는 사과의 느낌을 살린 동결건조 신제품
 - 8가지 캐릭터 판박이 디자인이 패키지로 구성되어 있어 재미 요소가 추가되었고, 꾸미기 트랜드에 부합한 상품","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809402811298.jpg,New
﻿405)플랫오리지널몽블랑,,2200,CRISPY 바삭한 식감,"전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8807218000455.jpg,New
﻿405)플랫솔티몽블랑,,2200,CRISPY 바삭한 식감,"전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8807218000448.jpg,New
﻿노티드)딸기크림치즈도넛,,3500,향긋하게 풍겨오는 딸기 향을 입안 가득 즐길 수 있어요.,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8804455400741.jpg,New
﻿대산)A2치즈쿠키,,2000,"① 건강스낵 겟밸런스 밀크쿠키
② 요즘 엄마들의 원픽 소화가 잘되는 A2우유를 활용한 치즈쿠키
  - 튀기지 않고, 베이크타입, 무색소, 국산원유 A2우유 11.5% 함유! 칼슘 및 철분함유!
③ 건강에 관심있는 남녀노소 모두 먹기 편하고 부드러운 식감과 맛이 특징","비스켓, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801728108526.jpg,New
﻿대산)A2밀크쿠키,,2000,"① 건강스낵 겟밸런스 밀크쿠키
② 요즘 엄마들의 원픽 소화가 잘되는 A2우유를 활용한 쿠키2종 출시!
  - 튀기지 않은 베이크타입, 무색소, 국산원유 A2우유 11.5% 함유! 칼슘 및 철분함유!
③ 건강에 관심있는 남녀노소 모두 먹기 편하고 부드러운 식감과 맛이 특징","비스켓, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801728108496.jpg,New
﻿서주)마로마로레몬,,2000,"바삭한 가루 안에 쫀득한 젤리, 짜릿한 이중식감","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801206005415.jpg,New
﻿오리온)아이셔츄쥬시자두,,1000,센터필링으로 더욱 짜릿한 신맛,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801117377205.jpg,New
﻿크라운)마이쮸써니피치,,1000,스터디 셀러 상품인 마이쮸의 5번째 익스텐션,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801111955744.jpg,New
﻿삼립)순백우유식빵,,2500,"LTLT (Low Temperature, Long Time) 낮은 온도에 더 긴 시간 소성하여 테두리까지 끝까지 촉촉하고 부드럽게 먹을 수 있는 제품입니다.","NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931839.jpg,New
﻿삼립)모카치즈케익3입,,4900,달콤 쌉싸름한 모카맛이 특징적인 부드럽고 촉촉한 치즈케익이 3개 들어있는 가성비 제품,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931662.jpg,New
﻿삼립)쑥방앗간기정떡,,2500,"렌지에 35초 데우면, 떡집의 갓찐 신선한 떡 식감 구현","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931648.jpg,New
﻿삼립)우유방앗간기정떡,,2500,"렌지에 35초 데우면, 떡집의 갓찐 신선한 떡 식감 구현","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931631.jpg,New
﻿코코)스웨디시과일젤리,,2500,"① 스웨디시과일젤리는 젤리와 껌의 중간정도 식감으로 독특한 맛을 느낄 수 있는 상품입니다. 
② 7종류의 다양한 과일모양으로 구성되어있으며 각기 다른 과일맛을 맛 보실 수 있습니다.(바나나,딸기,파인애플,라즈베리,오렌지,수박,망고)
③ 상품의 겉은 마시멜로와 껌처럼 부드러우며 속은 쫀득한 젤리의 식감으로 마시멜로(껌)와 젤리의 맛을 동시에 맛볼 수있는 상품입니다. 
④ 지퍼백 포장 및 상품별 개별포장이 되어있어 위생적이며 보관이 용이합니다.","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/6971162151623.jpg,New
﻿일신)캇예스팝믹스,,6000,"1. 레몬,체리,딸기,산딸기,사과 5가지의 과일 모듬젤리
2. 식물성재료로 만든 건강한 젤리","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/4037400344621.jpg,New
﻿매크로)레이즈마라감자,,2000,매콤하고 얼얼함이 매력적인 마라맛을 살려 특수공법으로 튀겨낸 바삭한 감자칩,"스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8850718822416.jpg,New
﻿피치)트위젤쫀득딸기,,2900,[CU 단독] 말랑 쫀득한 식감의 딸기맛 간식,"소프트캔디, 젤리",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809971931656.jpg,New
﻿피치)트위젤쫀득초코,,2900,[CU 단독]말랑 쫀득한 식감의 초코맛 간식,"소프트캔디, 젤리",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809971931632.jpg,New
﻿선우)츄잉쿠키멜로우,,3000,[CU 단독]상큼한 동결딸기와 달콤한 쿠키가 마시멜로우와 결합한 상품,"소프트캔디, 젤리",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809963482432.jpg,New
﻿피치)트위젤사워스프레이,,1500,[CU 단독]입에 뿌려먹는 재밌고 상큼한 스프레이 타입 간식,"토이캔디, 캔디류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809971931717.jpg,New
﻿405)땅콩크림샌드,,2400,[CU 단독]고소한 땅콩크림으로 가득찬 테두리를 없애 더욱 부드러운 샌드빵,빵,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795754.jpg,New
﻿405)마롱크림샌드,,2400,[CU 단독]달콤한 마롱크림으로 가득찬 테두리를 없애 더욱 부드러운 샌드빵,빵,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795730.jpg,New
﻿엠즈)피자히트베이글,,3300,[CU 단독]토마토 소스와 치즈가 어울러져 피자맛을 구현한 쫄깃한 베이글이에요,"냉장디저트, 디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809844302941.jpg,New
﻿나무)드럼스틱딸기밀크,,2000,(배수제한 1) SNS 인기 상품 스위즐스 드럼스틱 젤리를 모티브로 한 제품으로 특유의 말랑하며 폭식한 식감을 구현,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809841062367.jpg,New
﻿돌)알로코코컵198g,,3200,"① 간편하고 건강하게 과일을 즐기고 싶은 소비자를 위한 냉장 과일디저트
② 아삭아삭한 알로에와 부드럽고 쫀득한 나타드코코를 담은 상품
③ 비타민C를 포함해 더욱 상큼하게! 198g의 소용량으로 언제 어디서든 간편하게!","냉장젤리, 푸딩, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809654956396.jpg,New
﻿당과점)크림치즈타르트,,4200,[CU 단독]달콤 짭쪼롬한 크림치즈를 듬뿍 넣은 기본에 충실한 꾸덕한 크림치즈 타르트,"냉장디저트, 디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809523624937.jpg,New
﻿켈로그)넛츠씨드그래놀라,,6000,캐나다산 메이플 시럽을 더해 더욱 풍부해진 맛,"시리얼류, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801083422565.jpg,New
﻿삼립)기아호랑이롤케익,,1900,타이거즈의 상징 호랑무늬 시트에 초코칩이 박힌 달콤한 초코크림을 롤링한 롤케익,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931334.jpg,New
﻿삼립)엘지쌍둥이딸기샌드,,1900,트윈스의 유니폼이 연상되는 딸기크림을 넣은 줄무늬 샌드케익이 2입 구성된 제품,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931327.jpg,New
﻿삼립)두산곰발바닥꿀빵,,1900,진~한 꿀필링이 듬~뿍 들어있어 달콤하게 즐길 수 있는 곰발바닥 모양의 꿀빵!,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931310.jpg,New
﻿삼립)삼성블루패스츄리,,1900,"부드러운 패스츄리+든든한 3입구성+달콤한 블루레몬 커스터드, 三박자 조화가 어우러진 제품","NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931303.jpg,New
﻿삼립)위즈빅또리샌드,,1900,꾸덕한 초코 브라우니 시트 사이에 달콤한 바닐라 크림이 가득 샌딩된 디저트,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931297.jpg,New
﻿삼립)다이노스컵케익,,1900,고소한 흑임자 케익에 초코쿠키 크럼블을 올려 다이노스의 공룡알 모양을 담은 컵케익 2입,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931280.jpg,New
﻿삼립)키움자색고구마팡,,1900,고소한 자색고구마 향미가 어울리는 네모모양의 미니 후레쉬팡,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931273.jpg,New
﻿삼립)랜더스우주선빵,,1900,고소한 버터 시트를 돌돌말아 짭짤한 소금맛을 더해 만든 우주선 모양 빵,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931266.jpg,New
﻿삼립)한화투움바브레드,,1900,이글이글 매콤한 맛이 매력적인 투움바소스가 들어간 플랫브레드,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931259.jpg,New
﻿삼립)KBO홈런배트롤,,4900,야구 배트롤을 쏙 닮은 34cm 롤케익!,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931242.jpg,New
﻿비이)누텔라비스킷3P,2+1,2200,[CU 단독] 페레로사의 전세계 히트상품 누텔라비스킷 3입! 비스킷 사이에 누텔라 크림이 담겨있는 새로운 타입의 비스킷 상품,"비스켓, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8000500359358.jpg,New
﻿스위트)훈와리벚꽃모찌26g,,2700,"기간 한정 상품으로 봄 느낌을 느낄 수 있는 벚꽃 분말을 넣어 만든 상품
입 안에 넣으면 벚꽃 향이 먼저 퍼지면서 바사삭 식감으로 ASMR까지 즐길 수 있는 상품
총 용량 26g으로 휴대하기 편리한 사이즈로 소비자들이 가볍게 즐길 수 있는 상품","일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809402813223.jpg,New
﻿연세)먹산생크림빵,,3400,[CU 단독]연세우유가 들어간 크림과 상콤한 블루베리 커스타드와 블루베리잼이 조화된 생크림빵,"냉장디저트, 디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801753114400.jpg,New
﻿대산)딸기쏙요거트초코,,3000,(한정수량) 요거트크림과 초콜릿으로 두겹코팅된 동결건조 초콜릿,"코팅너겟초콜릿, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801728108472.jpg,New
﻿405)트러플카레빵,,3000,"트러플 향이 풍부한 고로케 스타일의 카레빵
튀기지 않고 구워내어 담백한 카레빵","전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795792.jpg,New
﻿405)야끼소바빵,,3000,야끼소바와 별첨 소스로 더욱 풍미를  느낄 수 있는 일본풍 조리빵,"전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795778.jpg,New
﻿나무)드럼스틱풍선껌,,2000,(1배수 제한) SNS 인기 상품 스위즐스 드럼스틱 젤리를 모티브로 한 제품으로 특유의 말랑하며 폭식한 식감을 구현,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809841062329.jpg,New
﻿삼립)더블초코꾸덕파이,,2000,"바삭한 쿠키와 꾸덕하고 묵직한 필링의 꾸덕바 
달콤한 초코 쿠키 위에 꾸덕한 벨기에 초코 필링이 들어가 깊은 풍미","상온디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931372.jpg,New
﻿삼립)녹차담은꾸덕파이,,2000,바삭한 쿠키와 꾸덕하고 묵직한 필링의 꾸덕바,"상온디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931365.jpg,New
﻿삼립)애플크림카스테라3입,,4900,상큼달콤한 애플 크림이 가득 샌딩되어 있는 폭신하고 부드러운 반달 케익,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931129.jpg,New
﻿삼립)딸기크림카스테라3입,,4900,상큼달콤한 딸기 크림이 가득 샌딩되어 있는 폭신하고 부드러운 반달 케익,"NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931112.jpg,New
﻿해태)자일리톨은단청,,5000,치아 건강에 좋은 자일리톨 껌베이스에 시원한 풍미의 은단향,"용기, 리필껌, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801019415081.jpg,New
﻿해태)자일리톨아카시아,,5000,치아 건강에 좋은 자일리톨 껌베이스에 은은한 아카시아 꽃향기,"용기, 리필껌, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801019415074.jpg,New
﻿대산)실타래초콜릿,,5000,(배수제한 1) 터키 솜사탕 스타일 디저트,"판초콜릿, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801728108458.jpg,New
﻿405)소시지피자빵,,3400,"[CU 단독]토마토피자소스에 소시지가 듬뿍 들어가 새콤달콤한 피자빵, 
40초 렌지업 후 먹으면 따끈하고 든든한 한끼 대용 빵",빵,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795839.jpg,New
﻿405)소시지콘치즈빵,,3400,"콘마요소스에 소시지가 듬뿍 들어가 부드러운 피자빵 컨셉
40초 렌지업 후 먹으면 따끈하고 든든한 한끼 대용 빵","전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795815.jpg,New
﻿엠즈)라이스크림카스테라,,3900,경기도 이천의 쌀을 이용한 쌀베이스로 고소한 풍미를 더하고 매일생크림과 우유로 부드러움을 더한 크림완성!,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809844303030.jpg,New
﻿405)생딸기말차수건케이크,,4800,"중국 인기 디저트인 수건케이크
녹차 크레이프 속에  생딸기와 말차크림을 가득 넣고 수건모양으로 접어 만든 케이크","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957324.jpg,New
﻿오리온)코코망고알맹이,,1200,겉과 화제의 속살식감! 쫄깃~탱탱 두가지 식감을 한번에,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801117377304.jpg,New
﻿삼립)포켓몬바스크케익,,3200,200℃ 이상 고온에서 구운 꾸덕한 바닐라 바스크치즈케이크,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068930696.jpg,New
﻿일신)쥬시드랍구미,,4000,"1. 새콤한 시럽을 젤리에 뿌려먹는 재미있는 젤리
2. 라즈베리,딸기,콜라 맛을 취향대로 골라먹는 젤리
3. 유투브,틱톡 바이럴 진행","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/5011053027475.jpg,New
﻿엠탑)양파품은메밀칩160g,,4200,"1. 담백하고 바삭한 식감과 고소한 향의 메밀칩
2. 양파 시즈닝을 뿌려 더욱 맛있는 스낵","일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809652020327.jpg,New
﻿롯데)오잉버터구이칩,2+1,1700,단백질칩이 씹히는 더블크런치 식감 구현,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8802259020318.jpg,New
﻿오리온)눈을감자칠리치즈,,2000,칠리+치즈 가루를 쉑쉑! 진한 외관과 맛의 양념감자,"감자스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801117392109.jpg,New
﻿농심)비29,2+1,1700,"카레맛 과자의 원조, 옛날 추억의 카레맛으로 돌아온스낵, 둥근모양에 남녀노소 좋아하는 부드러운 식감, 요거트와 함께 먹어도 good! 맥주 안주로도 good!","일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801043028622.jpg,New
﻿SA)로열티니핑컬러팝콘45g,,2000,로열티니핑 4종의 시그니처 컬러를 구현한 4Mix 컵팝콘,"일반스낵, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800280530646.jpg,New
﻿엠즈)콘갈릭히트베이글,,3300,"갈릭소스와 환상 궁함인 ‘바질 베이글’ 사용, 은은하게 더해지는 바질 풍미를 경험해보세요","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809844302934.jpg,New
﻿엠즈)베리블라썸미니롤,,3900,"핑크빛 포근함을 머금은 베리블라썸 미니롤, 봄의 CU에서 만나실 수 있습니다.","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809844302842.jpg,New
﻿당과점)우유초코크림슈,,3500,우유와 초코크림 두가지맛 크림이 가득 충진된 슈 2입,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957256.jpg,New
﻿당과점)말차레몬크림슈,,3500,달콤쌉쌀한 말차와 상큼한 레몬크림 두가지가 가득 충진된 슈 2입,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957232.jpg,New
﻿당과점)오리지널쌀롤,,3500,부드러운 쌀롤 케익에 크림을 듬뿍 넣은 프리미엄 쌀롤케익,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809523624838.jpg,New
﻿당과점)피쵸초코칩롤,,3500,달콤한 초코시트에 초코칩이 들어간 피스타치오크림을 듬뿍 넣은 프리미엄 롤케익,"냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809523624814.jpg,New
﻿대두)우유니소금붕어빵,,2100,"오동통한 진짜 붕어 모양의 붕어빵, 
안에는 ""진짜 우유니사막에서온 소금과 우유앙금""이 가득 들어있어 단짠단짠 꼬리까지 맛있게 즐기는 붕어빵 
전자렌지에 살짝 데워 먹으면 더 맛있는 상품","전용빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809322923170.jpg,New
﻿롯데)이너프바나나케익,,2900,통곡물 원료 50% 단백질 7g,"상온디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8802259020875.jpg,New
﻿롯데)이너프홀그레인케익,,2900,통곡물 원료 50% 단백질 7g,"상온디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8802259020813.jpg,New
﻿롯데)파이열매초코,,3600,"① 64겹의 바삭한 페스츄리 속 초콜릿이 가득!
② 부드러운 밀크 초콜릿으로 달콤하게 즐기는 일본 대표과자","파이, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8802259020028.jpg,New
﻿연세)라이트초코생크림빵,,3000,"★CU단독★ 연세우유 콜라보
① 연세우유 전용목장 우유로 만들어서 아이도 안심하고 먹을 수 있는 생크림
② 기존 연세우유 초코생크림빵 대비 당함량 감량
③ CU만의 레시피로 더욱 촉촉하고 부드러운 빵","냉장디저트, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801753114332.jpg,New
﻿서주)다이노탱젤리,,2000,"(배수제한 1/한정수량 운영 후 종료) 피치, 파인애플 2종의 젤리로 새콤달콤한 맛을 느낄 수 있고, 60종의 다이노탱 띠부실을 모으는 수집욕구 자극","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801206005453.jpg,New
﻿서주)헬로키티사과젤리,2+1,2000,"자사제품 대비 사과농축액 3배 이상 함유로, 더 진한 사과맛을 느낄 수 있는 젤리","소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801206005392.jpg,New
﻿오리온)올뉴비틀즈,,1000,(배수제한 1) 더 커져서 더 풍성한 츄잉감 뉴비틀즈,"소프트캔디, 젤리, 과자류",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801117394806.jpg,New
﻿삼립)포켓몬화이트샌드,,2200,"포켓몬 나몰빼미를 모티브로 한 트렌드 제품 출시!
 탕종을 넣은 식빵에 달콤한 화이트초코크림을 샌드한 미니타입 샌드","NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068930733.jpg,New
﻿삼립)포켓몬슈가패스츄리,,2000,"포켓몬 팽도리를 모티브로 한 트렌드 제품 출시
화이트 혼당이 토핑되어 더욱 달콤한 패스츄리","NB빵, 빵/떡/디저트",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068930726.jpg,New
